TIMESTAMP    COMM           PID     DISK    T    SECTOR     BYTES   LAT(ms)
08:24:59.340 python3        1784368 nvme1n1 WS   573272064  131072    0.202
08:24:59.341 python3        1784368 nvme1n1 WS   573272320  131072    0.266
08:24:59.341 python3        1784368 nvme1n1 WS   573272576  131072    0.365
08:24:59.341 python3        1784368 nvme1n1 WS   573272832  131072    0.422
08:24:59.341 python3        1784368 nvme1n1 WS   573273088  131072    0.506
08:24:59.341 python3        1784368 nvme1n1 WS   573273344  131072    0.623
08:24:59.341 python3        1784368 nvme1n1 WS   573273600  131072    0.653
08:24:59.341 python3        1784368 nvme1n1 WS   573273856  131072    0.718
08:24:59.341 python3        1784368 nvme1n1 WS   573274112  131072    0.811
08:24:59.341 python3        1784368 nvme1n1 WS   573274368  131072    0.887
08:24:59.341 python3        1784368 nvme1n1 WS   573274624  131072    0.949
08:24:59.341 python3        1784368 nvme1n1 WS   573274880  131072    1.027
08:24:59.341 python3        1784368 nvme1n1 WS   573275136  131072    1.104
08:24:59.341 python3        1784368 nvme1n1 WS   573275392  131072    1.186
08:24:59.342 python3        1784368 nvme1n1 WS   573275648  131072    1.267
08:24:59.342 python3        1784368 nvme1n1 WS   573275904  131072    1.330
08:24:59.342 python3        1784368 nvme1n1 WS   573276160  131072    1.412
08:24:59.342 python3        1784368 nvme1n1 WS   573276416  131072    1.494
08:24:59.342 python3        1784367 nvme1n1 WS   1618522112 131072    1.513
08:24:59.342 python3        1784367 nvme1n1 WS   1618522368 131072    1.587
08:24:59.342 python3        1784367 nvme1n1 WS   1618522624 131072    1.668
08:24:59.342 python3        1784367 nvme1n1 WS   1618522880 131072    1.750
08:24:59.342 python3        1784367 nvme1n1 WS   1618523136 131072    1.828
08:24:59.342 python3        1784367 nvme1n1 WS   1618523392 131072    1.915
08:24:59.342 python3        1784367 nvme1n1 WS   1618523648 131072    1.990
08:24:59.343 python3        1784367 nvme1n1 WS   1618523904 131072    2.052
08:24:59.343 python3        1784367 nvme1n1 WS   1618524160 131072    2.128
08:24:59.343 python3        1784367 nvme1n1 WS   1618524416 131072    2.204
08:24:59.343 python3        1784367 nvme1n1 WS   1618524672 131072    2.278
08:24:59.343 python3        1784367 nvme1n1 WS   1618524928 131072    2.352
08:24:59.343 python3        1784367 nvme1n1 WS   1618525184 131072    2.427
08:24:59.343 python3        1784367 nvme1n1 WS   1618525440 131072    2.503
08:24:59.343 python3        1784367 nvme1n1 WS   1618525696 131072    2.581
08:24:59.343 python3        1784369 nvme1n1 WS   573280256  131072    2.663
08:24:59.343 python3        1784369 nvme1n1 WS   573280512  131072    2.730
08:24:59.343 python3        1784369 nvme1n1 WS   573280768  131072    2.804
08:24:59.343 python3        1784367 nvme1n1 WS   1618710528 131072    2.886
08:24:59.343 python3        1784367 nvme1n1 WS   1618525952 131072    2.959
08:24:59.344 python3        1784369 nvme1n1 WS   573281024  131072    3.037
08:24:59.344 python3        1784367 nvme1n1 WS   1618526208 131072    3.113
08:24:59.344 python3        1784367 nvme1n1 WS   1618526464 131072    3.189
08:24:59.344 python3        1784369 nvme1n1 WS   573281280  131072    3.266
08:24:59.344 python3        1784369 nvme1n1 WS   573281536  131072    3.342
08:24:59.344 python3        1784369 nvme1n1 WS   573281792  131072    3.417
08:24:59.344 python3        1784367 nvme1n1 WS   1618710784 131072    3.500
08:24:59.344 python3        1784367 nvme1n1 WS   1618711040 131072    3.577
08:24:59.344 python3        1784367 nvme1n1 WS   1618711296 131072    3.651
08:24:59.344 python3        1784367 nvme1n1 WS   1618711552 131072    3.730
08:24:59.344 python3        1784367 nvme1n1 WS   1618711808 131072    3.807
08:24:59.344 python3        1784367 nvme1n1 WS   1618712064 131072    3.883
08:24:59.344 python3        1784369 nvme1n1 WS   573282048  131072    3.954
08:24:59.345 python3        1784369 nvme1n1 WS   573282304  131072    4.032
08:24:59.345 python3        1784369 nvme1n1 WS   573282560  131072    4.111
08:24:59.345 python3        1784369 nvme1n1 WS   573282816  131072    4.188
08:24:59.345 python3        1784369 nvme1n1 WS   573283072  131072    4.267
08:24:59.345 python3        1784369 nvme1n1 WS   573283328  131072    4.348
08:24:59.345 python3        1784369 nvme1n1 WS   573283584  131072    4.425
08:24:59.345 python3        1784367 nvme1n1 WS   1618712320 131072    4.504
08:24:59.345 python3        1784367 nvme1n1 WS   1618712576 131072    4.580
08:24:59.345 python3        1784367 nvme1n1 WS   1618712832 131072    4.658
08:24:59.345 python3        1784367 nvme1n1 WS   1618713088 131072    4.732
08:24:59.345 python3        1784367 nvme1n1 WS   1618713344 131072    4.808
08:24:59.345 python3        1784367 nvme1n1 WS   1618713600 131072    4.884
08:24:59.345 python3        1784369 nvme1n1 WS   573283840  131072    4.975
08:24:59.346 python3        1784367 nvme1n1 WS   1618713856 131072    5.046
08:24:59.346 python3        1784367 nvme1n1 WS   1618714112 131072    5.125
08:24:59.346 python3        1784367 nvme1n1 WS   1618714368 131072    5.189
08:24:59.346 python3        1784367 nvme1n1 WS   1618714624 131072    5.265
08:24:59.346 python3        1784367 nvme1n1 WS   1618714880 131072    5.344
08:24:59.346 python3        1784369 nvme1n1 WS   573284096  131072    5.447
08:24:59.346 python3        1784369 nvme1n1 WS   573284352  131072    5.523
08:24:59.346 python3        1784369 nvme1n1 WS   573284608  131072    5.601
08:24:59.346 python3        1784367 nvme1n1 WS   1623093760 131072    5.624
08:24:59.346 python3        1784367 nvme1n1 WS   1623094016 16384     5.627
08:24:59.346 python3        1784369 nvme1n1 WS   1618530304 131072    5.585
08:24:59.346 python3        1784369 nvme1n1 WS   1618530560 131072    5.659
08:24:59.346 python3        1784369 nvme1n1 WS   1618530816 131072    5.739
08:24:59.347 python3        1784369 nvme1n1 WS   1618531072 131072    5.814
08:24:59.347 python3        1784369 nvme1n1 WS   1618531328 131072    5.892
08:24:59.347 python3        1784369 nvme1n1 WS   1618531584 131072    5.971
08:24:59.347 python3        1784369 nvme1n1 WS   1618531840 131072    6.050
08:24:59.347 python3        1784368 nvme1n1 WS   571121664  131072    6.149
08:24:59.347 python3        1784368 nvme1n1 WS   571121920  16384     6.151
08:24:59.347 python3        1784366 nvme1n1 WS   571159040  131072    6.227
08:24:59.347 python3        1784366 nvme1n1 WS   571159296  16384     6.235
08:24:59.347 python3        1784368 nvme1n1 WS   1618718720 131072    6.341
08:24:59.347 python3        1784368 nvme1n1 WS   1618718976 131072    6.415
08:24:59.347 python3        1784368 nvme1n1 WS   1618719232 131072    6.496
08:24:59.347 python3        1784368 nvme1n1 WS   1618719488 131072    6.569
08:24:59.347 python3        1784368 nvme1n1 WS   1618719744 131072    6.647
08:24:59.347 python3        1784366 nvme1n1 WS   1618534400 131072    6.731
08:24:59.348 python3        1784368 nvme1n1 WS   1618720000 131072    6.800
08:24:59.348 python3        1784368 nvme1n1 WS   1618720256 131072    6.882
08:24:59.348 python3        1784368 nvme1n1 WS   1618720512 131072    6.948
08:24:59.348 python3        1784368 nvme1n1 WS   1618720768 131072    7.030
08:24:59.348 python3        1784368 nvme1n1 WS   1618721024 131072    7.110
08:24:59.348 python3        1784368 nvme1n1 WS   1618721280 131072    7.188
08:24:59.348 python3        1784368 nvme1n1 WS   1618721536 131072    7.266
08:24:59.348 python3        1784368 nvme1n1 WS   1618721792 131072    7.344
08:24:59.348 python3        1784368 nvme1n1 WS   1618722048 131072    7.420
08:24:59.348 python3        1784368 nvme1n1 WS   1618722304 131072    7.497
08:24:59.348 python3        1784368 nvme1n1 WS   1618722560 131072    7.568
08:24:59.348 python3        1784368 nvme1n1 WS   1618722816 131072    7.646
08:24:59.349 python3        1784366 nvme1n1 WS   1618534656 131072    7.777
08:24:59.349 python3        1784366 nvme1n1 WS   1618534912 131072    7.853
08:24:59.349 python3        1784366 nvme1n1 WS   1618535168 131072    7.931
08:24:59.349 python3        1784366 nvme1n1 WS   1618535424 131072    8.006
08:24:59.349 python3        1784366 nvme1n1 WS   1618535680 131072    8.084
08:24:59.349 python3        1784366 nvme1n1 WS   1618535936 131072    8.158
08:24:59.349 python3        1784366 nvme1n1 WS   1618536192 131072    8.218
