TIMESTAMP    COMM           PID     DISK    T    SECTOR     BYTES   LAT(ms)
12:25:09.320 python3        2290920 nvme1n1 WS   142450176  131072    4.135
12:25:09.320 python3        2290920 nvme1n1 WS   142450432  131072    4.191
12:25:09.320 python3        2290920 nvme1n1 WS   142450688  131072    4.264
12:25:09.320 python3        2290920 nvme1n1 WS   142450944  131072    4.336
12:25:09.320 python3        2290920 nvme1n1 WS   142454784  131072    4.324
12:25:09.321 python3        2290920 nvme1n1 WS   142455040  131072    4.390
12:25:09.321 python3        2290920 nvme1n1 WS   142455296  131072    4.462
12:25:09.321 python3        2290920 nvme1n1 WS   142455552  131072    4.536
12:25:09.321 python3        2290920 nvme1n1 WS   142455808  131072    4.607
12:25:09.321 python3        2290920 nvme1n1 WS   142456064  131072    4.679
12:25:09.321 python3        2290920 nvme1n1 WS   142456320  131072    4.753
12:25:09.321 python3        2290920 nvme1n1 WS   142456576  131072    4.776
12:25:09.321 python3        2290920 nvme1n1 WS   142456832  131072    4.851
12:25:09.321 python3        2290920 nvme1n1 WS   142457088  131072    4.924
12:25:09.321 python3        2290920 nvme1n1 WS   142457344  131072    4.998
12:25:09.321 python3        2290920 nvme1n1 WS   142457600  131072    5.070
12:25:09.321 python3        2290920 nvme1n1 WS   142457856  131072    5.141
12:25:09.321 python3        2290920 nvme1n1 WS   142458112  131072    5.217
12:25:09.322 python3        2290920 nvme1n1 WS   142458368  131072    5.288
12:25:09.322 python3        2290920 nvme1n1 WS   142458624  131072    5.336
12:25:09.322 python3        2290920 nvme1n1 WS   142462976  131072    5.408
12:25:09.322 python3        2290920 nvme1n1 WS   142463232  131072    5.518
12:25:09.322 python3        2290920 nvme1n1 WS   142876672  131072    5.591
12:25:09.322 python3        2290920 nvme1n1 WS   142876928  131072    5.662
12:25:09.322 python3        2290920 nvme1n1 WS   142877184  131072    5.736
12:25:09.322 python3        2290920 nvme1n1 WS   142877440  131072    5.810
12:25:09.322 python3        2290920 nvme1n1 WS   142458880  131072    5.892
12:25:09.322 python3        2290920 nvme1n1 WS   142459136  131072    5.960
12:25:09.322 python3        2290920 nvme1n1 WS   142459392  131072    6.036
12:25:09.322 python3        2290920 nvme1n1 WS   142459648  131072    6.109
12:25:09.323 python3        2290920 nvme1n1 WS   142459904  131072    6.185
12:25:09.323 python3        2290920 nvme1n1 WS   142460160  131072    6.257
12:25:09.323 python3        2290920 nvme1n1 WS   142877696  131072    6.350
12:25:09.323 python3        2290920 nvme1n1 WS   142877952  131072    6.424
12:25:09.323 python3        2290920 nvme1n1 WS   142878208  131072    6.499
12:25:09.323 python3        2290920 nvme1n1 WS   142460416  131072    6.575
12:25:09.323 python3        2290920 nvme1n1 WS   142878464  131072    6.612
12:25:09.323 python3        2290920 nvme1n1 WS   142878720  131072    6.689
12:25:09.323 python3        2290920 nvme1n1 WS   142878976  131072    6.761
12:25:09.323 python3        2290920 nvme1n1 WS   142879232  131072    6.839
12:25:09.323 python3        2290920 nvme1n1 WS   142879488  131072    6.915
12:25:09.323 python3        2290920 nvme1n1 WS   142879744  131072    6.990
12:25:09.323 python3        2290920 nvme1n1 WS   142880000  131072    7.064
12:25:09.324 python3        2290920 nvme1n1 WS   142880256  131072    7.139
