TIMESTAMP    COMM           PID     DISK    T    SECTOR     BYTES   LAT(ms)
13:44:23.200 kworker        2500470 nvme1n1 W    1130046200 8192      0.055
13:44:25.572 python3        2290921 nvme1n1 WS   632873728  131072   18.250
13:44:25.572 python3        2290921 nvme1n1 WS   632873984  131072   18.328
13:44:25.572 python3        2290921 nvme1n1 WS   632874240  131072   18.402
13:44:25.572 python3        2290921 nvme1n1 WS   632874496  131072   18.476
13:44:25.572 python3        2290921 nvme1n1 WS   632874752  131072   18.524
13:44:25.572 python3        2290921 nvme1n1 WS   632875008  131072   18.601
13:44:25.573 python3        2290921 nvme1n1 WS   632875264  131072   18.673
13:44:25.573 python3        2290921 nvme1n1 WS   632875520  131072   18.748
13:44:25.573 python3        2290921 nvme1n1 WS   632875776  131072   18.821
13:44:25.573 python3        2290921 nvme1n1 WS   632876032  131072   18.899
13:44:25.573 python3        2290921 nvme1n1 WS   632876288  131072   18.974
13:44:25.573 python3        2290921 nvme1n1 WS   632876544  131072   19.051
13:44:25.573 python3        2290921 nvme1n1 WS   632876800  131072   19.104
13:44:25.573 python3        2290921 nvme1n1 WS   632877056  131072   19.160
13:44:25.573 python3        2290921 nvme1n1 WS   632877312  131072   19.236
13:44:25.573 python3        2290922 nvme1n1 WS   632881152  131072   18.570
13:44:25.573 python3        2290922 nvme1n1 WS   632881408  131072   18.644
13:44:25.573 python3        2290922 nvme1n1 WS   632881664  131072   18.754
13:44:25.574 python3        2290922 nvme1n1 WS   632881920  131072   18.830
13:44:25.574 python3        2290922 nvme1n1 WS   632882176  131072   18.908
13:44:25.574 python3        2290922 nvme1n1 WS   632882432  131072   18.980
13:44:25.574 python3        2290922 nvme1n1 WS   632882688  131072   19.055
13:44:25.574 python3        2290922 nvme1n1 WS   632882944  131072   19.103
13:44:25.574 python3        2290922 nvme1n1 WS   632883200  131072   19.178
13:44:25.574 python3        2290922 nvme1n1 WS   632883456  131072   19.254
13:44:25.574 python3        2290922 nvme1n1 WS   632883712  131072   19.329
13:44:25.574 python3        2290922 nvme1n1 WS   632883968  131072   19.405
13:44:25.574 python3        2290922 nvme1n1 WS   632884224  131072   19.481
13:44:25.574 python3        2290922 nvme1n1 WS   632884480  131072   19.558
13:44:25.574 python3        2290922 nvme1n1 WS   632884736  131072   19.633
13:44:25.575 python3        2290922 nvme1n1 WS   632884992  131072   19.692
13:44:25.575 python3        2290922 nvme1n1 WS   632885248  131072   19.770
13:44:25.575 python3        2290922 nvme1n1 WS   632885504  131072   19.847
13:44:25.575 python3        2290923 nvme1n1 WS   632889344  131072   18.689
13:44:25.575 python3        2290923 nvme1n1 WS   632889600  131072   18.757
13:44:25.575 python3        2290923 nvme1n1 WS   632889856  131072   18.830
13:44:25.575 python3        2290923 nvme1n1 WS   632890112  131072   18.904
13:44:25.575 python3        2290923 nvme1n1 WS   632890368  131072   18.974
13:44:25.575 python3        2290923 nvme1n1 WS   632890624  131072   19.049
13:44:25.575 python3        2290923 nvme1n1 WS   632890880  131072   19.123
13:44:25.575 python3        2290923 nvme1n1 WS   632891136  131072   19.165
13:44:25.575 python3        2290923 nvme1n1 WS   632891392  131072   19.238
13:44:25.575 python3        2290923 nvme1n1 WS   632891648  131072   19.310
13:44:25.576 python3        2290923 nvme1n1 WS   632891904  131072   19.389
13:44:25.576 python3        2290923 nvme1n1 WS   632892160  131072   19.464
13:44:25.576 python3        2290923 nvme1n1 WS   632892416  131072   19.536
13:44:25.576 python3        2290923 nvme1n1 WS   632892672  131072   19.611
13:44:25.576 python3        2290923 nvme1n1 WS   632892928  131072   19.685
13:44:25.576 python3        2290923 nvme1n1 WS   632893184  131072   19.744
13:44:25.576 python3        2290923 nvme1n1 WS   632893440  131072   19.827
13:44:25.576 python3        2290923 nvme1n1 WS   632893696  131072   19.938
13:44:25.576 python3        2290922 nvme1n1 WS   632897536  131072   19.597
13:44:25.576 python3        2290922 nvme1n1 WS   632897792  131072   19.719
13:44:25.577 python3        2290922 nvme1n1 WS   632898048  131072   19.847
13:44:25.577 python3        2290922 nvme1n1 WS   632898304  131072   19.975
13:44:25.577 python3        2290922 nvme1n1 WS   632898560  131072   20.100
13:44:25.577 python3        2290922 nvme1n1 WS   632898816  131072   20.228
13:44:25.577 python3        2290922 nvme1n1 WS   632899072  131072   20.358
13:44:25.577 python3        2290922 nvme1n1 WS   632899328  131072   20.419
13:44:25.577 python3        2290922 nvme1n1 WS   632899584  131072   20.497
