TIMESTAMP    COMM           PID     DISK    T    SECTOR     BYTES   LAT(ms)
23:16:59.459 python3        2679476 nvme1n1 WS   182064128  131072   14.048
23:16:59.459 python3        2679476 nvme1n1 WS   182064384  131072   14.127
23:16:59.459 python3        2679476 nvme1n1 WS   182064640  131072   14.203
23:16:59.459 python3        2679476 nvme1n1 WS   182064896  131072   14.278
23:16:59.459 python3        2679476 nvme1n1 WS   182065152  131072   14.357
23:16:59.459 python3        2679476 nvme1n1 WS   182065408  131072   14.408
23:16:59.459 python3        2679476 nvme1n1 WS   182065664  131072   14.486
23:16:59.459 python3        2679476 nvme1n1 WS   182065920  131072   14.561
23:16:59.459 python3        2679476 nvme1n1 WS   182066176  131072   14.635
23:16:59.459 python3        2679476 nvme1n1 WS   182066432  131072   14.711
23:16:59.459 python3        2679476 nvme1n1 WS   182066688  131072   14.788
23:16:59.459 python3        2679476 nvme1n1 WS   182066944  131072   14.834
23:16:59.459 python3        2679476 nvme1n1 WS   181983232  131072   14.909
23:16:59.460 python3        2679475 nvme1n1 WS   182071808  131072   14.973
23:16:59.460 python3        2679475 nvme1n1 WS   182072064  131072   15.043
23:16:59.460 python3        2679475 nvme1n1 WS   182072320  131072   15.120
23:16:59.460 python3        2679475 nvme1n1 WS   182072576  131072   15.194
23:16:59.460 python3        2679475 nvme1n1 WS   182072832  131072   15.265
23:16:59.460 python3        2679475 nvme1n1 WS   182073088  131072   15.337
23:16:59.460 python3        2679475 nvme1n1 WS   182073344  131072   15.412
23:16:59.460 python3        2679476 nvme1n1 WS   181983488  131072   15.469
23:16:59.460 python3        2679476 nvme1n1 WS   182080000  131072   15.544
23:16:59.460 python3        2679476 nvme1n1 WS   182080256  131072   15.619
23:16:59.460 python3        2679475 nvme1n1 WS   182073600  131072   15.692
23:16:59.460 python3        2679475 nvme1n1 WS   182073856  131072   15.762
23:16:59.460 python3        2679475 nvme1n1 WS   182074112  131072   15.835
23:16:59.461 python3        2679475 nvme1n1 WS   182074368  131072   15.909
23:16:59.461 python3        2679475 nvme1n1 WS   182074624  131072   15.983
23:16:59.461 python3        2679475 nvme1n1 WS   182074880  131072   16.056
23:16:59.461 python3        2679475 nvme1n1 WS   182075136  131072   16.101
23:16:59.461 python3        2679475 nvme1n1 WS   181999616  131072   16.162
23:16:59.461 python3        2679475 nvme1n1 WS   181999872  131072   16.162
23:16:59.461 python3        2679475 nvme1n1 WS   182088192  131072   16.228
23:16:59.461 python3        2679475 nvme1n1 WS   182088448  131072   16.298
23:16:59.461 python3        2679477 nvme1n1 WS   182096384  131072   13.143
23:16:59.461 python3        2679477 nvme1n1 WS   182096640  131072   13.279
23:16:59.461 python3        2679477 nvme1n1 WS   182096896  131072   13.417
23:16:59.462 python3        2679477 nvme1n1 WS   182097152  131072   13.556
23:16:59.462 python3        2679477 nvme1n1 WS   182097408  131072   13.707
23:16:59.462 python3        2679477 nvme1n1 WS   182097664  131072   13.839
23:16:59.462 python3        2679477 nvme1n1 WS   182097920  131072   13.980
23:16:59.462 python3        2679477 nvme1n1 WS   182098176  131072   14.058
23:16:59.462 python3        2679477 nvme1n1 WS   182098432  131072   14.136
23:16:59.462 python3        2679477 nvme1n1 WS   182098688  131072   14.209
23:16:59.462 python3        2679477 nvme1n1 WS   182098944  131072   14.286
23:16:59.462 python3        2679477 nvme1n1 WS   182099200  131072   14.363
23:16:59.463 python3        2679477 nvme1n1 WS   182099456  131072   14.448
23:16:59.463 python3        2679477 nvme1n1 WS   182099712  131072   14.486
23:16:59.463 python3        2679477 nvme1n1 WS   182009344  131072   14.566
23:16:59.463 python3        2679477 nvme1n1 WS   182009600  131072   14.568
23:16:59.463 python3        2679477 nvme1n1 WS   182019072  131072   14.644
23:16:59.463 python3        2679477 nvme1n1 WS   182019328  131072   14.718
23:16:59.463 python3        2679477 nvme1n1 WS   182108672  131072   12.060
23:16:59.463 python3        2679477 nvme1n1 WS   182108928  131072   12.132
23:16:59.463 python3        2679477 nvme1n1 WS   316424704  131072   12.223
23:16:59.463 python3        2679477 nvme1n1 WS   182109184  131072   12.282
23:16:59.463 python3        2679477 nvme1n1 WS   316424960  131072   12.357
23:16:59.463 python3        2679477 nvme1n1 WS   316425216  131072   12.466
23:16:59.464 python3        2679477 nvme1n1 WS   316425472  131072   12.541
23:16:59.464 python3        2679477 nvme1n1 WS   316425728  131072   12.616
23:16:59.464 python3        2679477 nvme1n1 WS   182109440  131072   12.706
23:16:59.464 python3        2679477 nvme1n1 WS   182109696  131072   12.788
23:16:59.464 python3        2679477 nvme1n1 WS   182109952  131072   12.851
23:16:59.464 python3        2679477 nvme1n1 WS   182110208  131072   12.924
23:16:59.464 python3        2679477 nvme1n1 WS   316425984  131072   13.057
23:16:59.464 python3        2679477 nvme1n1 WS   316426240  131072   13.153
23:16:59.464 python3        2679477 nvme1n1 WS   1376993792 131072   13.238
23:16:59.464 python3        2679477 nvme1n1 WS   1376994048 131072   13.314
23:16:59.464 python3        2679477 nvme1n1 WS   1376994304 131072   13.400
23:16:59.464 python3        2679477 nvme1n1 WS   1376994560 131072   13.486
23:16:59.465 python3        2679477 nvme1n1 WS   1376994816 131072   13.562
23:16:59.465 python3        2679477 nvme1n1 WS   1376995072 131072   13.642
23:16:59.465 python3        2679477 nvme1n1 WS   1376995328 131072   13.719
23:16:59.465 python3        2679477 nvme1n1 WS   182110464  131072   13.799
